"place","game","category","subcategory(s)","variable(s)","platformname","regionname","players","time","date","video","comment"
2.0,"Advanced Dungeons & Dragons: Cloudy Mountain","100%","Intellivision","Easy","Intellivision","USA / NTSC","baldnate",151.0,"2018-05-13","https://www.youtube.com/watch?v=ZWrsbxmEPaU","None"
3.0,"Advanced Dungeons & Dragons: Cloudy Mountain","Glitchless","Intellivision","Hard","Intellivision","USA / NTSC","baldnate",101.0,"2018-05-13","https://www.youtube.com/watch?v=FdFGbRdXkqw","beginning 0:14  end 1:55.07"
3.0,"Advanced Dungeons & Dragons: Cloudy Mountain","Any%","Intellivision","Hard","Intellivision","USA / NTSC","baldnate",42.0,"2018-05-13","https://www.youtube.com/watch?v=DFHkmdtZN38","None"
1.0,"Shark! Shark!","Reach Size 5","Compilation","Normal","PC","USA / NTSC","baldnate",24.96,"2018-05-12","https://youtu.be/cgapXME-XCE","Played on Intellivision Intellipack 3 on PC."
3.0,"Shark! Shark!","100,000 Points","Intellivision","Normal","Intellivision","USA / NTSC","baldnate",1190.0,"2018-05-11","https://youtu.be/dm0_jchV8W8","Used BizHawk emulator."
1.0,"Shark! Shark!","100,000 Points","Compilation","Normal","PC","USA / NTSC","baldnate",820.0,"2018-05-11","https://www.youtube.com/watch?v=HOQIUBd0fak","Used Intellipack 3 emulator on PC"
2.0,"Columns II: The Voyage Through Time","Survival","","","Arcade","JPN / NTSC","baldnate",7.0,"2018-05-10","https://www.youtube.com/watch?v=dTftf1rf07o","None"
2.0,"Columns II: The Voyage Through Time","Score","","","Arcade","JPN / NTSC","baldnate",17.173,"2018-05-10","https://www.youtube.com/watch?v=ADanxSvESNg","None"
3.0,"Columns II: The Voyage Through Time","Stage 5","","","Arcade","JPN / NTSC","baldnate",228.0,"2018-05-10","https://www.youtube.com/watch?v=nHJM0Hgg-m8","None"
1.0,"Shark! Shark!","Reach Size 5","Intellivision","Normal","Intellivision","USA / NTSC","baldnate",27.01,"2018-05-06","https://www.twitch.tv/videos/258628425","None"
20.0,"King Kong 2: Ikari no Megaton Punch","Any%","","","Nintendo Entertainment System","JPN / NTSC","baldnate",208.0,"2018-05-05","https://www.youtube.com/watch?v=vYxdSuZ3j6g","_LKstyle intensifies_"
7.0,"Super Dodge Ball","100% (Normal)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",434.0,"2018-05-05","https://www.youtube.com/watch?v=hqRDYQkrhjU","None"
5.0,"RoboCop (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",630.0,"2018-04-29","https://www.youtube.com/watch?v=3bULhRHASMI","THANK YOU FOR YOUR COOPERATION"
9.0,"Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",732.0,"2018-04-23","https://www.youtube.com/watch?v=VZr8v4fDVhU","First PB in 2018, using race safety strats."
2.0,"Time Pilot","1-Loop ","","","Arcade","USA / NTSC","baldnate",239.59,"2018-04-20","https://www.youtube.com/watch?v=H8wRHuHTD10","None"
1.0,"Ice Trek","1 Loop","","","Intellivision","USA / NTSC","baldnate",193.0,"2018-04-10","https://www.youtube.com/watch?v=mD7Wb-Cr8Aw","ICE TREK DANCEE"
1.0,"Bongo","any%","","","Arcade","","baldnate",175.0,"2018-04-02","https://www.youtube.com/watch?v=uWP7GuYzWos","BONGO DANCE  BALDNATE DANCE"
4.0,"Super Dodge Ball","Any% (Normal)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",448.0,"2018-03-25","https://www.youtube.com/watch?v=WVmhuHofejM","None"
1.0,"Night Stalker","80,000 Points","","Fastest","Intellivision","USA / NTSC","baldnate",699.0,"2018-03-17","https://www.twitch.tv/videos/239884329","I missed up my split timing by hitting the last split way too early.  The time in the video title and LB submission is based on looking at the video time of the start and stop."
2.0,"Tron: Deadly Discs","1,000,000 Points","","Fastest","Intellivision","USA / NTSC","baldnate",307.0,"2018-03-13","https://www.twitch.tv/videos/238583006","None"
1.0,"Space Hawk","1,000,000 Points","Emulator","Fastest","Intellivision","USA / NTSC","baldnate",3375.0,"2018-03-09","https://www.twitch.tv/videos/237158335","None"
10.0,"Kirby's Star Stacker","Round Clear","Hard","","Game Boy","USA / NTSC","baldnate",802.0,"2018-03-04","https://www.twitch.tv/videos/235014770","Set during the Tiny Ten Remix"
1.0,"Space Hawk","200,000 Points","Emulator","Fastest","Intellivision","USA / NTSC","baldnate",1012.0,"2018-03-04","https://www.twitch.tv/videos/235399366","None"
1.0,"Atlantis","Beat Day 11","","Easy","Intellivision","USA / NTSC","baldnate",1203.0,"2018-03-04","https://www.twitch.tv/videos/235402760","None"
11.0,"Kid Niki GB","Any%","","","Game Boy","JPN / NTSC","baldnate",953.0,"2018-03-04","https://www.twitch.tv/videos/234665862","Last place on the LB!  Maybe one day I'll practice up for a deathless run."
128.0,"Super Mario Land 2: 6 Golden Coins","Any% Glitchless","","Bizhawk","Game Boy","USA / NTSC","baldnate",2334.5,"2018-03-04","https://www.twitch.tv/videos/235023424","Set during the Tiny Ten Remix"
27.0,"Ninja Gaiden Shadow","Any%","","","Game Boy","USA / NTSC","baldnate",1048.0,"2018-03-04","https://www.twitch.tv/videos/235021805","Set during the Tiny Ten Remix."
10.0,"Avenging Spirit","Any%","","","Game Boy","USA / NTSC","baldnate",612.0,"2018-03-03","https://www.twitch.tv/videos/234665252","Maybe after a break I'll want to come back and clean this up."
1.0,"Tron: Deadly Discs","Destroy the Recognizer","","Fastest","Intellivision","USA / NTSC","baldnate",22.65,"2018-02-27","https://www.twitch.tv/videos/233617452","Start Time: 42:10.49  End Time: 42:33.14  Duration: 22.65    Still room for improvement!"
12.0,"Talespin (GB)","Any%","","","Game Boy","USA / NTSC","baldnate",609.0,"2018-02-26","https://www.twitch.tv/videos/232964854","None"
2.0,"Tron: Deadly Discs","100,000 Points","","Fastest","Intellivision","USA / NTSC","baldnate",143.83,"2018-02-24","https://www.twitch.tv/videos/232889650","None"
11.0,"The Little Mermaid (GB)","Any%","","","Game Boy","USA / NTSC","baldnate",419.29,"2018-02-19","https://www.twitch.tv/videos/230713699","Sub-7 wooooooooooo!"
20.0,"Renegade (NES)","Easy","","","Nintendo Entertainment System","USA / NTSC","baldnate",336.0,"2018-02-08","https://www.twitch.tv/videos/227174584","still improving"
6.0,"Titenic","Any%","","","Nintendo Entertainment System","","baldnate",289.0,"2018-02-03","https://www.twitch.tv/videos/225527520","Still working it down."
4.0,"Super Dodge Ball","Beanball","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",70.0,"2018-02-02","https://www.twitch.tv/videos/225191887","It's a start."
44.0,"Trip World","Beat the Game","","","","EUR / PAL","baldnate",613.0,"2018-01-28","https://www.twitch.tv/videos/223533084","None"
8.0,"Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",233.99,"2018-01-15","https://www.twitch.tv/videos/219078457","got the air zip. no screen wrap, no yggy quick kill.  lot's of slop that the air zip made up for, but a sub-4 is a sub-4.    Using FCEUX."
14.0,"Kung-Fu Master","Any%","","","","USA / NTSC","baldnate",298.0,"2018-01-07","https://www.twitch.tv/videos/216533499","Moelle: Think it was an 4m58s so I edited it."
3.0,"Sunman","any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",704.0,"2018-01-06","https://www.twitch.tv/videos/216134478","None"
32.0,"ToeJam & Earl","Random World","","ToeJam","Sega Genesis","USA / NTSC","baldnate",4977.0,"2017-12-30","https://www.twitch.tv/videos/214265491","None"
4.0,"Millipede","10 Rounds","","","Nintendo Entertainment System","USA / NTSC","baldnate",67.0,"2017-12-29","https://www.twitch.tv/videos/213610197","None"
19.0,"Rygar (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",480.0,"2017-12-29","https://youtu.be/9kLxBo2QFvo","So close to sub-8. Second try Euruga.    (25Mar2018 edit: video link moved to youtube as twitch video link has died for some reason)"
26.0,"River City Ransom","Novice","","","Nintendo Entertainment System","USA / NTSC","baldnate",543.0,"2017-12-11","https://www.twitch.tv/videos/208844153","Route: Grind up front, which appears to be 45ish seconds slower than the WR route.    Aside from the death warp, no deaths. Simon fight was messy. With a clean Simon (or better gang RNG), this probably would have been sub-9."
"","The Great Circus Mystery Starring Mickey & Minnie","Any% Easy","","","Super Nintendo","USA / NTSC","baldnate",1664.0,"2019-01-26","https://www.youtube.com/watch?v=jmXOy07qRhA","Played on a SNS-001 with a SD2SNES."
"","QuackShot Starring Donald Duck","Any%","","","Sega Genesis","USA / NTSC","baldnate",2472.0,"2019-01-22","https://www.youtube.com/watch?v=97FjsF5-o40","Played on a Genesis v2 with a Mega Ever Drive."
"","QuackShot Starring Donald Duck","Any%","","","Sega Genesis","USA / NTSC","baldnate",2223.0,"2019-01-30","https://www.youtube.com/watch?v=bXnJW9aR_Bo","Played on a Genesis v2 with a MED"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",271.84,"2017-11-09","https://www.twitch.tv/videos/188939928","None"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",267.83,"2017-11-10","https://www.twitch.tv/videos/200313782","None"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",252.06,"2018-01-10","https://www.twitch.tv/videos/217418178","Best run from a short stream of trying out the new Red Dragon zip. The new zip appears to be about 2 seconds better than the old Red Dragon route, except it is free instead of tricky."
"","Strider (NES)","TG ruleset","","","Nintendo Entertainment System","USA / NTSC","baldnate",1901.0,"2018-08-26","https://www.youtube.com/watch?v=SBgPpcn08FA","Played on BizHawk 2.3.0."
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",257.92,"2017-12-27","https://www.twitch.tv/videos/213049520","Missed the Australia skip.  Double KO.  Scientist skipped.    Note: I hit my final split a tiny bit late."
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",243.6,"2018-01-10","https://www.twitch.tv/videos/217447161","Two new tech changes in one day! This includes both the Red Dragon jump zip and the glitched final boss kill. No air zip :-("
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",298.67,"2017-09-30","https://www.twitch.tv/videos/178784355","None"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",240.42,"2018-01-12","https://www.twitch.tv/videos/218086595","No air zip, no yggdrasil quick kill... just really clean zips and zain fights.    Emulator used: FCEUX    (Edit: Screen fades to black at 4:00.42 -SubStylee)"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",240.12,"2018-01-14","https://www.twitch.tv/videos/218702193","No airzip, no yggsdrasil quick kill.    Emulator used: FCEUX"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",284.84,"2017-10-01","https://www.twitch.tv/videos/178950739","None"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",265.39,"2017-12-18","https://www.twitch.tv/videos/210633259","First PB after switching to fast Red Dragon zip.    * Messy Kazakh boss fight.  * Got the double KO.  * First try fast RD zip.  * No scientist skip.  * Messy Yggsdrasil fight."
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",279.95,"2017-10-15","https://www.twitch.tv/videos/182616558","None"
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",258.87,"2017-12-21","https://www.twitch.tv/videos/211427159","My first clean(ish) run with the scientist skip.  Includes double-KO."
"","Strider (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",276.89,"2017-10-17","https://www.twitch.tv/videos/183086091","None"
"","Strider (NES)","Zipless","","","Nintendo Entertainment System","USA / NTSC","baldnate",1798.5,"2018-08-28","https://www.youtube.com/watch?v=POQL2qTMC1Y","Played on BizHawk 2.3.0"
"","Guerrilla War","Any% (Easy)","","","Nintendo Entertainment System","JPN / NTSC","baldnate",936.0,"2018-09-24","https://www.youtube.com/watch?v=KG1i9gyPJH0","Played on a front-loader NES with an EDN8."
"","Guerrilla War","Any% (Easy)","","","Nintendo Entertainment System","USA / NTSC","baldnate",1084.0,"2018-09-05","https://www.youtube.com/watch?v=9_RyatK20gI","Played on BizHawk 2.3."
"","Guerrilla War","Any% (Easy)","","","Nintendo Entertainment System","USA / NTSC","baldnate",1062.0,"2018-09-08","https://www.youtube.com/watch?v=qoDlt2BUkJI","Played on BizHawk 2.3.0"
"","Guerrilla War","Any% (Easy)","","","Nintendo Entertainment System","USA / NTSC","baldnate",1008.0,"2018-09-09","https://www.youtube.com/watch?v=fRAu8-9PLgU","Played on BizHawk 2.3.0"
"","Guerrilla War","Any% (Easy)","","","Nintendo Entertainment System","JPN / NTSC","baldnate",957.0,"2018-09-16","https://www.youtube.com/watch?v=33Mz0nx9670","Played on a front-loader NES with an EDN8."
"","Trip World","Beat the Game","","","","EUR / PAL","baldnate",651.0,"2018-01-08","https://www.twitch.tv/videos/216534626","None"
"","Dr. Mario (NES)","0-10","","","Nintendo Entertainment System","USA / NTSC","baldnate",1233.0,"2019-03-19","https://www.youtube.com/watch?v=f9Q4uEeWKsM","Played on a front-loader NES with original cart."
"","Dr. Mario (NES)","0-10","","","Nintendo Entertainment System","USA / NTSC","baldnate",1593.0,"2019-03-17","https://www.youtube.com/watch?v=Haqja3dgeHU","Played on a front-loader NES with original cart."
"","Dr. Mario (NES)","0-10","","","Nintendo Entertainment System","USA / NTSC","baldnate",1812.0,"2019-03-16","https://www.youtube.com/watch?v=0GXnAuOzTuI","Played on a front-loader NES with original cart."
"","The Little Mermaid (GB)","Any%","","","Game Boy","USA / NTSC","baldnate",691.28,"2018-02-04","https://www.twitch.tv/videos/225889325","It's a start!"
"","Anticipation","Easy","","","Nintendo Entertainment System","USA / NTSC","baldnate",453.0,"2019-06-18","https://www.youtube.com/watch?v=hxIbaqmKzFM","Played on a front-loader NES with original cart."
"","Super C","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",974.0,"2018-11-12","https://www.youtube.com/watch?v=EDJAehMavks","Played on a front-loader NES with an EDN8."
"","Super C","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",943.0,"2018-11-12","https://www.youtube.com/watch?v=X5DQ8iDdSog","Played on a EDN8 in a front-loader NES."
"","King Kong 2: Ikari no Megaton Punch","Any%","","","Nintendo Entertainment System","JPN / NTSC","baldnate",211.0,"2018-05-04","https://www.youtube.com/watch?v=SZu-YqhYSRI","None"
"","King Kong 2: Ikari no Megaton Punch","Any%","","","Nintendo Entertainment System","JPN / NTSC","baldnate",228.0,"2018-05-02","https://www.youtube.com/watch?v=WpNN3MqrVdE",":LKstyle:    FCEUX 2.2.3"
"","Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",830.0,"2018-05-24","https://www.youtube.com/watch?v=Mwf8R6FqMqc","Used FCEUX.  1CC"
"","Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",755.0,"2018-05-26","https://www.youtube.com/watch?v=I1Ar6dwV-VE","Used FCEUX."
"","Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",694.0,"2018-05-28","https://www.youtube.com/watch?v=NeSAlaZMyRw","Played on FCEUX.  So close to deathless..."
"","Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",682.0,"2018-05-31","https://www.youtube.com/watch?v=nErsltjftCQ","Used FCEUX."
"","Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1052.0,"2018-05-23","https://youtu.be/rveg_uFCVzw","It's a start.  Used FCEUX.  Apologies for lack of ""No movie"", frame counter and input display; subsequent submissions will have them included."
"","Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",711.0,"2018-05-27","https://www.youtube.com/watch?v=aP6CQusoik4","Played on FCEUX."
"","Mickey's Dangerous Chase","Any%","","","Game Boy Color","USA / NTSC","baldnate",1355.0,"2019-01-15","https://www.youtube.com/watch?v=TU2Ve-LU4LE","Played on BizHawk version 2.3.0 (x64) using Gambatte core."
"","Renegade (NES)","Easy","","","Nintendo Entertainment System","USA / NTSC","baldnate",378.0,"2018-02-05","https://www.twitch.tv/videos/226204412","unstacked jack attack :-("
"","Renegade (NES)","Easy","","","Nintendo Entertainment System","USA / NTSC","baldnate",437.0,"2018-02-04","https://www.twitch.tv/videos/225887458","First complete run after watching Fro's tutorial.  NEATO"
"","Super Dodge Ball","100% (Normal)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",468.0,"2018-03-25","https://www.youtube.com/watch?v=cZS21bLrGow","None"
"","Super Dodge Ball","Any% (Difficult)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",723.0,"2017-12-30","https://www.twitch.tv/videos/214018650","Lots of room for improvement."
"","Super Dodge Ball","100% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",360.0,"2019-06-11","https://www.youtube.com/watch?v=cLMndk92DCs","Played on a front-loader with an EDN8."
"","Super Dodge Ball","100% (Difficult)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",839.0,"2018-02-24","https://www.twitch.tv/videos/232615136","it's a start!"
"","Super Dodge Ball","Any% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",396.0,"2017-12-28","https://www.twitch.tv/videos/213359262","Messy run, but might as well get the leaderboard started off."
"","Super Dodge Ball","Any% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",318.0,"2018-02-11","https://www.twitch.tv/videos/228245722","quick USSR"
"","Super Dodge Ball","100% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",417.0,"2017-12-13","https://www.twitch.tv/videos/209397293","None"
"","Super Dodge Ball","Any% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",340.0,"2018-02-11","https://www.twitch.tv/videos/228168568","getting better!"
"","Super Dodge Ball","100% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",375.0,"2018-02-10","https://www.twitch.tv/videos/227900801","None"
"","Super Dodge Ball","100% (Difficult)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",736.0,"2018-04-01","https://www.youtube.com/watch?v=mCGAy67t-jM","None"
"","Super Dodge Ball","Any% (Difficult)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",614.0,"2018-03-25","https://www.youtube.com/watch?v=hg0VJ24qxjI","None"
"","Super Dodge Ball","Any% (Normal)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",492.0,"2017-12-31","https://www.twitch.tv/videos/214264109","None"
"","Marble Madness (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",255.0,"2019-01-02","https://www.youtube.com/watch?v=MapMwKFb17I","Played on a front-loader with an original cart."
"","Marble Madness (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",271.0,"2019-01-01","https://www.youtube.com/watch?v=5WkU_OACWbw","Played on a front-loader with an original cart.    Gain control: 0.52  Finish ultimate: 4:31.62"
"","Time Pilot","1-Loop ","","","Arcade","USA / NTSC","baldnate",260.0,"2018-04-14","https://www.youtube.com/watch?v=n5GUaY89a0g","THE THEORY OF THE MOEBIUS; WHEN TIME PILOT BECOMES A LOOP."
"","Time Pilot","1-Loop ","","","Arcade","USA / NTSC","baldnate",253.38,"2018-04-18","https://www.youtube.com/watch?v=fxWoXhhrrIQ","LOOPING INTENSIFIES"
"","Time Pilot","1-Loop ","","","Arcade","USA / NTSC","baldnate",272.0,"2018-04-12","https://www.youtube.com/watch?v=ch_k8naPRrw","TIME DANCE"
"","Ironsword: Wizards & Warriors II","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",790.0,"2019-07-02","https://www.youtube.com/watch?v=NjF92I7yWdA","Played on a front-loader with an original cart."
"","Barney's Hide & Seek Game","Any% No Controller","","","Sega Genesis","","baldnate",562.0,"2020-09-17","https://youtu.be/6RRrCjVMHLs","Played on a Genesis v2 with MegaSD."
"","Barney's Hide & Seek Game","Any% No Controller","","","Sega Genesis","USA / NTSC","baldnate",567.0,"2020-09-13","https://youtu.be/BI1Ud2fnYcc","Played on a Genesis v2 with MegaSD."
"","Barney's Hide & Seek Game","Any% No Controller","","","Sega Genesis","USA / NTSC","baldnate",559.0,"2020-09-18","https://youtu.be/1PWWMOjveVs","Played on a Genesis v2 with MegaSD."
"","TaleSpin (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1110.0,"2019-01-15","https://www.youtube.com/watch?v=qYzQy28pem8","Played on a front-loader with an EDN8"
"","Rygar (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",553.0,"2017-12-21","https://www.twitch.tv/videos/211528916","None"
"","Rygar (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",494.0,"2017-12-23","https://www.twitch.tv/videos/212055080","Used the lower fast bat route for grapple skip. Mediocre final grind."
"","Rygar (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",483.0,"2017-12-24","https://www.twitch.tv/videos/212252558","None"
"","Rygar (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",531.0,"2017-12-22","https://www.twitch.tv/videos/211773595","I hit the final split a bit late.  Still not a clean run, but improving slowly."
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1164.0,"2017-11-24","https://www.twitch.tv/videos/204073813","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1009.0,"2017-11-25","https://www.twitch.tv/videos/204285387","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",913.0,"2017-11-26","https://www.twitch.tv/videos/204562779","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",827.0,"2017-11-29","https://www.twitch.tv/videos/205431665","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",809.0,"2017-12-01","https://www.twitch.tv/videos/205702524","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",786.0,"2017-12-03","https://www.twitch.tv/videos/206586974","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",781.0,"2017-12-04","https://www.twitch.tv/videos/206689515","None"
"","Double Dragon (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",736.0,"2017-12-09","https://www.twitch.tv/videos/208164183","There is still some head room in this route (XP leech glitch), but I'm pretty happy with this run."
"","The Legend of Kage","1-Loop","","","Nintendo Entertainment System","USA / NTSC","baldnate",441.0,"2020-06-21","https://youtu.be/UJC2CxH9w28","Played on a front-loader with EDN8.    DBstyle"
"","The Legend of Kage","1-Loop","","","Nintendo Entertainment System","USA / NTSC","baldnate",454.0,"2020-06-15","https://youtu.be/VYhnnhQVTGo","Played on a front-loader NES with EDN8.    DBstyle"
"","Castlevania (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",858.0,"2018-11-15","https://www.youtube.com/watch?v=yw5FqKKaRKw","Played on an EDN8 in a front-loader."
"","Goof Troop","Max","US","","Super Nintendo","USA / NTSC","baldnate",2582.0,"2019-01-26","https://www.youtube.com/watch?v=20BQuIJbhAA","Played on a SNS-001 with a SD2SNES."
"","Spartan X 2","Normal","","","Nintendo Entertainment System","JPN / NTSC","baldnate",462.0,"2018-05-28","https://www.youtube.com/watch?v=7mydTwHC2jE","Played on FCEUX."
"","Luftrausers","Level MAX!","","","PC","","baldnate",4413.0,"2020-03-20","https://youtu.be/nPvUnH3Juoc","None"
"","Kirby's Star Stacker","Round Clear","Hard","","Game Boy","USA / NTSC","baldnate",814.0,"2018-01-28","https://www.twitch.tv/videos/223532451","None"
"","Ready 2 Rumble Boxing","Arcade Mode","","","Nintendo 64","USA / NTSC","baldnate",520.0,"2019-08-24","https://www.youtube.com/watch?v=vSAaUN47O0o","Played on an N64 with ED64."
"","Chip 'n Dale Rescue Rangers 2","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1470.0,"2019-01-13","https://www.youtube.com/watch?v=eTPLJnVeqFI","Played on a front-loader with an EDN8 Gained control @ 2.66 Last blow @ 24:32.68"
"","Where's Waldo?","Easy","","","Nintendo Entertainment System","","baldnate",201.283,"2020-10-21","https://youtu.be/SlLB7CdDjLI","Played on a front-loader with an EDN8."
"","The Karate Kid","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",314.51,"2020-10-25","https://youtu.be/6XBQPwux6DA","Played on a front-loader with an EDN8."
"","Mr. Driller","500m/2500ft any%","","","PlayStation","USA / NTSC","baldnate",159.0,"2019-07-13","https://www.youtube.com/watch?v=EkNY6Pokypc","Retimed real-time based on what other submissions seemed to be using."
"","Vegas Dream","$1M","","","Nintendo Entertainment System","USA / NTSC","baldnate",96.0,"2020-05-07","https://youtu.be/DAHAJEccapc","Played on a front-loader with an EDN8."
"","North & South","Lvl. 2 Difficulty","NES","","Nintendo Entertainment System","USA / NTSC","baldnate",76.85,"2020-10-21","https://youtu.be/tZN50BwU83s","Played on a front-loader with an EDN8."
"","Wheel of Fortune","Vs cpu","","","Nintendo Entertainment System","USA / NTSC","baldnate",256.0,"2019-12-21","https://www.youtube.com/watch?v=IKCWmHKX23w","Played on a front-loader with original cart."
"","Wheel of Fortune","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",226.0,"2019-12-21","https://www.youtube.com/watch?v=reX2c9wnfJo","Played on a front-loader with original cart."
"","Wheel of Fortune","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",203.0,"2020-01-01","https://www.youtube.com/watch?v=dohGXXImHNY","Played on a front-loader with original cart."
"","Wheel of Fortune","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",189.0,"2020-01-11","https://www.youtube.com/watch?v=mAyKHhbtLb8","Played on a front-loader with original cart. "
"","Lee Trevino's Fighting Golf","Japan Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",947.0,"2019-01-01","https://www.youtube.com/watch?v=9b3INs3Ie3I","Played on a front-loader with an original cart.     18th hole finished at 15:47.90"
"","Lee Trevino's Fighting Golf","Japan Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",977.0,"2018-12-27","https://www.youtube.com/watch?v=YQHPp49DUOk","Played on a front-loader with an original cart."
"","Lee Trevino's Fighting Golf","U.S.A. Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",872.0,"2018-12-27","https://www.youtube.com/watch?v=ad6Oefk8VEc","Played on a front-loader with an original cart."
"","Lee Trevino's Fighting Golf","U.S.A. Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",839.0,"2019-04-07","https://www.youtube.com/watch?v=Arg24JO8w6E","Played on a front-loader NES with an original cart."
"","Lee Trevino's Fighting Golf","U.S.A. Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",871.0,"2019-04-07","https://www.youtube.com/watch?v=SkgkSePAJUU","Played on a front-loader NES with an original cart."
"","Lee Trevino's Fighting Golf","U.S.A. Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",1002.0,"2018-12-25","https://www.youtube.com/watch?v=pcmngdrBeUU","Played on a front-loader with an original cart."
"","Lee Trevino's Fighting Golf","Japan Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",1103.0,"2018-12-25","https://www.youtube.com/watch?v=pZ3Gy8V62q0","Played on a front-loader with an original cart."
"","Lee Trevino's Fighting Golf","U.S.A. Course","Any%","","Nintendo Entertainment System","USA / NTSC","baldnate",935.0,"2018-12-26","https://www.youtube.com/watch?v=q7BF6e8CBVA","Played on a front-loader with an original cart."
